Recency,Frequency,Monetary,F_rank,R_rank,M_rank,RFM_Score,Segment
2467.0,1,277.97,3,1,5,135,New Customers
2704.0,1,63.53,3,4,2,432,Potential Loyalists
2671.0,1,82.98,3,3,2,332,Potential Loyalists
2672.0,1,67.46,3,3,2,332,Potential Loyalists
2678.0,1,90.99,3,3,3,333,Potential Loyalists
2828.0,1,123.8,3,5,3,533,Other
2555.0,1,78.81,3,2,2,232,Other
2453.0,1,51.2,3,1,1,131,New Customers
3003.0,1,71.8,3,5,2,532,Other
2659.0,1,38.01,3,3,1,331,Low Value
2719.0,1,163.18,3,4,4,434,Potential Loyalists
2754.0,1,48.27,3,4,1,431,Low Value
2471.0,1,139.14,3,1,4,134,New Customers
2475.0,1,180.33,3,1,4,134,New Customers
2632.0,1,113.8,3,3,3,333,Potential Loyalists
2512.0,1,83.72,3,1,2,132,New Customers
2443.0,1,20.89,3,1,1,131,New Customers
2548.0,1,72.39,3,2,2,232,Other
2548.0,1,162.55,3,2,4,234,Other
2826.0,1,137.46,3,5,4,534,Other
2552.0,1,55.13,3,2,2,232,Other
2901.0,1,214.14,3,5,5,535,Big Spenders
2611.0,1,136.27,3,3,4,334,Potential Loyalists
2612.0,1,202.06,3,3,4,334,Potential Loyalists
2555.0,1,322.8,3,2,5,235,Big Spenders
2944.0,1,76.6,3,5,2,532,Other
2733.0,1,86.25,3,4,3,433,Potential Loyalists
2965.0,1,100.91,3,5,3,533,Other
2939.0,1,248.88,3,5,5,535,Big Spenders
2743.0,1,46.8,3,4,1,431,Low Value
2477.0,1,168.29,3,1,4,134,New Customers
2946.0,1,40.42,3,5,1,531,Low Value
2960.0,1,173.74,3,5,4,534,Other
2691.0,1,180.69,3,4,4,434,Potential Loyalists
2880.0,1,50.15,3,5,1,531,Low Value
2786.0,1,299.2,3,4,5,435,Big Spenders
2560.0,1,82.03,3,2,2,232,Other
2445.0,1,174.91,3,1,4,134,New Customers
2581.0,1,73.2,3,2,2,232,Other
2805.0,1,71.82,3,4,2,432,Potential Loyalists
2805.0,1,88.94,3,4,3,433,Potential Loyalists
2796.0,1,228.01,3,4,5,435,Big Spenders
2877.0,1,310.9,3,5,5,535,Big Spenders
2568.0,1,62.06,3,2,2,232,Other
2778.0,1,104.85,3,4,3,433,Potential Loyalists
2517.0,1,94.14,3,2,3,233,Other
2601.0,1,84.48,3,3,2,332,Potential Loyalists
2455.0,1,56.6,3,1,2,132,New Customers
2519.0,1,37.06,3,2,1,231,Low Value
2457.0,1,128.17,3,1,3,133,New Customers
2512.0,1,99.15,3,1,3,133,New Customers
2846.0,1,35.0,3,5,1,531,Low Value
2835.0,1,55.1,3,5,2,532,Other
2440.0,1,151.83,3,1,4,134,New Customers
2861.0,1,87.73,3,5,3,533,Other
2700.0,1,56.78,3,4,2,432,Potential Loyalists
2510.0,1,378.34,3,1,5,135,New Customers
2622.0,1,55.6,3,3,2,332,Potential Loyalists
2600.0,1,150.15,3,3,4,334,Potential Loyalists
2833.0,1,32.78,3,5,1,531,Low Value
2757.0,1,29.77,3,4,1,431,Low Value
2539.0,1,159.68,3,2,4,234,Other
2848.0,1,77.95,3,5,2,532,Other
2769.0,1,179.6,3,4,4,434,Potential Loyalists
2720.0,1,69.72,3,4,2,432,Potential Loyalists
2721.0,1,123.51,3,4,3,433,Potential Loyalists
2791.0,1,132.03,3,4,4,434,Potential Loyalists
2570.0,1,644.54,3,2,5,235,Big Spenders
2643.0,1,56.41,3,3,2,332,Potential Loyalists
2764.0,1,122.17,3,4,3,433,Potential Loyalists
2543.0,1,33.45,3,2,1,231,Low Value
2496.0,1,113.77,3,1,3,133,New Customers
2751.0,1,44.09,3,4,1,431,Low Value
2649.0,1,44.09,3,3,1,331,Low Value
2650.0,1,55.01,3,3,2,332,Potential Loyalists
2541.0,1,56.7,3,2,2,232,Other
2967.0,1,389.43,3,5,5,535,Big Spenders
2538.0,1,144.8,3,2,4,234,Other
2567.0,1,108.46,3,2,3,233,Other
2546.0,1,1075.74,3,2,5,235,Big Spenders
2475.0,1,48.21,3,1,1,131,New Customers
2687.0,1,40.19,3,3,1,331,Low Value
2470.0,1,1370.41,3,1,5,135,New Customers
2852.0,1,368.6,3,5,5,535,Big Spenders
2874.0,1,35.82,3,5,1,531,Low Value
2707.0,1,54.09,3,4,1,431,Low Value
2461.0,1,51.57,3,1,1,131,New Customers
2614.0,1,110.42,3,3,3,333,Potential Loyalists
2441.0,1,142.89,3,1,4,134,New Customers
2763.0,1,259.15,3,4,5,435,Big Spenders
2463.0,1,182.14,3,1,4,134,New Customers
2851.0,1,247.95,3,5,5,535,Big Spenders
2757.0,1,30.75,3,4,1,431,Low Value
2723.0,1,53.36,3,4,1,431,Low Value
2673.0,1,51.84,3,3,1,331,Low Value
2659.0,1,25.5,3,3,1,331,Low Value
2450.0,1,77.62,3,1,2,132,New Customers
2443.0,1,127.04,3,1,3,133,New Customers
2894.0,1,135.49,3,5,4,534,Other
2679.0,1,153.58,3,3,4,334,Potential Loyalists
2566.0,1,114.92,3,2,3,233,Other
2791.0,1,1260.76,3,4,5,435,Big Spenders
2847.0,1,84.13,3,5,2,532,Other
2609.0,1,174.4,3,3,4,334,Potential Loyalists
2952.0,1,162.1,3,5,4,534,Other
2588.0,1,94.99,3,2,3,233,Other
2589.0,1,37.22,3,2,1,231,Low Value
2671.0,1,87.42,3,3,3,333,Potential Loyalists
2727.0,1,49.27,3,4,1,431,Low Value
2629.0,1,55.62,3,3,2,332,Potential Loyalists
2800.0,1,156.51,3,4,4,434,Potential Loyalists
2440.0,1,182.06,3,1,4,134,New Customers
2696.0,1,376.19,3,4,5,435,Big Spenders
2586.0,1,163.95,3,2,4,234,Other
2734.0,1,106.38,3,4,3,433,Potential Loyalists
2491.0,1,70.89,3,1,2,132,New Customers
2597.0,1,86.93,3,3,3,333,Potential Loyalists
2877.0,1,257.3,3,5,5,535,Big Spenders
2527.0,1,53.96,3,2,1,231,Low Value
2488.0,1,118.35,3,1,3,133,New Customers
2443.0,1,112.07,3,1,3,133,New Customers
2744.0,1,46.77,3,4,1,431,Low Value
2645.0,1,111.62,3,3,3,333,Potential Loyalists
2497.0,1,166.98,3,1,4,134,New Customers
2709.0,1,54.09,3,4,1,431,Low Value
2477.0,1,149.0,3,1,4,134,New Customers
2786.0,1,220.43,3,4,5,435,Big Spenders
2703.0,1,231.34,3,4,5,435,Big Spenders
2897.0,1,57.0,3,5,2,532,Other
2677.0,1,35.11,3,3,1,331,Low Value
0.0,1,80.0,3,1,2,132,New Customers
2692.0,1,31.77,3,4,1,431,Low Value
2600.0,1,58.13,3,3,2,332,Potential Loyalists
2874.0,1,107.78,3,5,3,533,Other
2729.0,1,231.34,3,4,5,435,Big Spenders
2548.0,1,171.08,3,2,4,234,Other
2644.0,1,212.09,3,3,5,335,Big Spenders
0.0,1,18.37,3,1,1,131,New Customers
2975.0,1,29.42,3,5,1,531,Low Value
2524.0,1,32.42,3,2,1,231,Low Value
2807.0,1,61.8,3,4,2,432,Potential Loyalists
2786.0,1,185.34,3,4,4,434,Potential Loyalists
2636.0,1,49.12,3,3,1,331,Low Value
2704.0,1,194.37,3,4,4,434,Potential Loyalists
3001.0,1,87.99,3,5,3,533,Other
2560.0,1,299.74,3,2,5,235,Big Spenders
2784.0,1,108.2,3,4,3,433,Potential Loyalists
2579.0,1,99.42,3,2,3,233,Other
2827.0,1,86.72,3,5,3,533,Other
2748.0,1,54.07,3,4,1,431,Low Value
2448.0,1,129.53,3,1,4,134,New Customers
2830.0,1,119.48,3,5,3,533,Other
2902.0,1,87.14,3,5,3,533,Other
2646.0,1,124.52,3,3,3,333,Potential Loyalists
2767.0,1,376.95,3,4,5,435,Big Spenders
2516.0,1,166.98,3,2,4,234,Other
2783.0,1,61.07,3,4,2,432,Potential Loyalists
2579.0,1,90.99,3,2,3,233,Other
2690.0,1,378.26,3,3,5,335,Big Spenders
2967.0,1,44.42,3,5,1,531,Low Value
2924.0,1,147.07,3,5,4,534,Other
2775.0,1,315.84,3,4,5,435,Big Spenders
3021.0,1,149.57,3,5,4,534,Other
2903.0,1,46.51,3,5,1,531,Low Value
2737.0,1,128.02,3,4,3,433,Potential Loyalists
2809.0,1,42.0,3,4,1,431,Low Value
2441.0,1,261.27,3,1,5,135,New Customers
2495.0,1,162.68,3,1,4,134,New Customers
2469.0,1,158.43,3,1,4,134,New Customers
2526.0,1,66.38,3,2,2,232,Other
2526.0,1,122.19,3,2,3,233,Other
0.0,1,115.66,3,1,3,133,New Customers
2448.0,1,1260.65,3,1,5,135,New Customers
2567.0,1,138.89,3,2,4,234,Other
2868.0,1,259.08,3,5,5,535,Big Spenders
3019.0,1,185.26,3,5,4,534,Other
0.0,1,124.73,3,1,3,133,New Customers
2972.0,1,664.63,3,5,5,535,Big Spenders
2838.0,1,57.28,3,5,2,532,Other
2440.0,1,217.18,3,1,5,135,New Customers
2477.0,1,99.31,3,1,3,133,New Customers
2945.0,1,23.24,3,5,1,531,Low Value
2726.0,1,97.72,3,4,3,433,Potential Loyalists
2571.0,1,52.53,3,2,1,231,Low Value
2601.0,1,394.09,3,3,5,335,Big Spenders
0.0,1,63.55,3,1,2,132,New Customers
2903.0,1,159.39,3,5,4,534,Other
2974.0,1,85.42,3,5,3,533,Other
2567.0,1,38.29,3,2,1,231,Low Value
2626.0,1,227.71,3,3,5,335,Big Spenders
2590.0,1,82.33,3,2,2,232,Other
2699.0,1,411.24,3,4,5,435,Big Spenders
2692.0,1,54.36,3,4,2,432,Potential Loyalists
2940.0,1,109.33,3,5,3,533,Other
2679.0,1,86.24,3,3,3,333,Potential Loyalists
2692.0,1,86.83,3,4,3,433,Potential Loyalists
2748.0,1,40.0,3,4,1,431,Low Value
2700.0,1,96.8,3,4,3,433,Potential Loyalists
2470.0,1,344.97,3,1,5,135,New Customers
2448.0,1,265.36,3,1,5,135,New Customers
2727.0,1,514.6,3,4,5,435,Big Spenders
2490.0,1,182.46,3,1,4,134,New Customers
2861.0,1,220.85,3,5,5,535,Big Spenders
2774.0,1,38.1,3,4,1,431,Low Value
2790.0,1,61.73,3,4,2,432,Potential Loyalists
2450.0,1,156.7,3,1,4,134,New Customers
2581.0,1,37.32,3,2,1,231,Low Value
2607.0,1,56.39,3,3,2,332,Potential Loyalists
2631.0,1,39.75,3,3,1,331,Low Value
0.0,1,187.65,3,1,4,134,New Customers
2636.0,1,25.09,3,3,1,331,Low Value
2807.0,1,163.39,3,4,4,434,Potential Loyalists
2456.0,1,93.28,3,1,3,133,New Customers
2618.0,1,140.63,3,3,4,334,Potential Loyalists
0.0,1,871.58,3,1,5,135,New Customers
2972.0,1,81.15,3,5,2,532,Other
2451.0,1,56.6,3,1,2,132,New Customers
2657.0,1,64.1,3,3,2,332,Potential Loyalists
2771.0,1,119.81,3,4,3,433,Potential Loyalists
2509.0,1,104.07,3,1,3,133,New Customers
2614.0,1,39.09,3,3,1,331,Low Value
2903.0,1,400.92,3,5,5,535,Big Spenders
2905.0,1,40.6,3,5,1,531,Low Value
2937.0,1,35.0,3,5,1,531,Low Value
2623.0,1,38.01,3,3,1,331,Low Value
2518.0,1,159.7,3,2,4,234,Other
2572.0,1,70.75,3,2,2,232,Other
2588.0,1,196.72,3,2,4,234,Other
2623.0,1,75.27,3,3,2,332,Potential Loyalists
2896.0,1,417.53999999999996,3,5,5,535,Big Spenders
2460.0,1,59.49,3,1,2,132,New Customers
2457.0,1,45.3,3,1,1,131,New Customers
2630.0,1,62.01,3,3,2,332,Potential Loyalists
2839.0,1,55.65,3,5,2,532,Other
2509.0,1,146.5,3,1,4,134,New Customers
2501.0,1,245.45,3,1,5,135,New Customers
2540.0,1,74.21,3,2,2,232,Other
2729.0,1,303.86,3,4,5,435,Big Spenders
2558.0,1,55.76,3,2,2,232,Other
2623.0,1,65.71,3,3,2,332,Potential Loyalists
2782.0,1,71.82,3,4,2,432,Potential Loyalists
2952.0,1,39.519999999999996,3,5,1,531,Low Value
2951.0,1,83.65,3,5,2,532,Other
2586.0,1,136.64,3,2,4,234,Other
2658.0,1,31.77,3,3,1,331,Low Value
2519.0,1,128.78,3,2,4,234,Other
2651.0,1,38.55,3,3,1,331,Low Value
3023.0,1,55.11,3,5,2,532,Other
2835.0,1,88.55,3,5,3,533,Other
2620.0,1,44.0,3,3,1,331,Low Value
2459.0,1,59.0,3,1,2,132,New Customers
2663.0,1,27.75,3,3,1,331,Low Value
2446.0,1,307.22,3,1,5,135,New Customers
2944.0,1,66.59,3,5,2,532,Other
2958.0,1,148.76,3,5,4,534,Other
2793.0,1,197.03,3,4,4,434,Potential Loyalists
2548.0,1,48.19,3,2,1,231,Low Value
2568.0,1,48.42,3,2,1,231,Low Value
2979.0,1,151.05,3,5,4,534,Other
2685.0,1,190.48,3,3,4,334,Potential Loyalists
2512.0,1,146.79,3,1,4,134,New Customers
2629.0,1,164.42,3,3,4,334,Potential Loyalists
2656.0,1,70.41,3,3,2,332,Potential Loyalists
2723.0,1,43.71,3,4,1,431,Low Value
2447.0,1,169.65,3,1,4,134,New Customers
0.0,1,43.94,3,1,1,131,New Customers
2633.0,1,134.45,3,3,4,334,Potential Loyalists
2567.0,1,146.84,3,2,4,234,Other
2840.0,1,26.43,3,5,1,531,Low Value
0.0,1,153.22,3,1,4,134,New Customers
2848.0,1,90.88,3,5,3,533,Other
2455.0,1,34.81,3,1,1,131,New Customers
2903.0,1,37.77,3,5,1,531,Low Value
2712.0,1,84.93,3,4,2,432,Potential Loyalists
2743.0,1,177.55,3,4,4,434,Potential Loyalists
2768.0,1,79.51,3,4,2,432,Potential Loyalists
2558.0,1,33.24,3,2,1,231,Low Value
2699.0,1,85.08,3,4,2,432,Potential Loyalists
3007.0,1,137.8,3,5,4,534,Other
2539.0,1,36.29,3,2,1,231,Low Value
2554.0,1,138.28,3,2,4,234,Other
2751.0,1,79.19,3,4,2,432,Potential Loyalists
2657.0,1,57.68,3,3,2,332,Potential Loyalists
2511.0,1,738.62,3,1,5,135,New Customers
2559.0,1,67.83,3,2,2,232,Other
2911.0,1,77.54,3,5,2,532,Other
2587.0,1,61.23,3,2,2,232,Other
2450.0,1,121.51,3,1,3,133,New Customers
2706.0,1,47.38,3,4,1,431,Low Value
2721.0,1,304.47,3,4,5,435,Big Spenders
0.0,1,654.41,3,1,5,135,New Customers
2742.0,1,120.09,3,4,3,433,Potential Loyalists
2456.0,1,491.69,3,1,5,135,New Customers
2905.0,1,0.0,3,5,1,531,Low Value
2586.0,1,203.08,3,2,5,235,Big Spenders
2727.0,1,1087.44,3,4,5,435,Big Spenders
2468.0,1,254.16,3,1,5,135,New Customers
2909.0,1,714.5,3,5,5,535,Big Spenders
2534.0,1,199.28,3,2,4,234,Other
2642.0,1,149.14,3,3,4,334,Potential Loyalists
2632.0,1,106.77,3,3,3,333,Potential Loyalists
2945.0,1,22.95,3,5,1,531,Low Value
2896.0,1,128.01,3,5,3,533,Other
2551.0,1,33.22,3,2,1,231,Low Value
2793.0,1,44.0,3,4,1,431,Low Value
2450.0,1,57.51,3,1,2,132,New Customers
2579.0,1,221.9,3,2,5,235,Big Spenders
2701.0,1,35.0,3,4,1,431,Low Value
2587.0,1,81.11,3,2,2,232,Other
2699.0,1,92.8,3,4,3,433,Potential Loyalists
2477.0,1,38.16,3,1,1,131,New Customers
2599.0,1,308.57,3,3,5,335,Big Spenders
2527.0,1,82.76,3,2,2,232,Other
2443.0,1,55.38,3,1,2,132,New Customers
2769.0,1,107.65,3,4,3,433,Potential Loyalists
2952.0,1,891.34,3,5,5,535,Big Spenders
2795.0,1,130.56,3,4,4,434,Potential Loyalists
2792.0,1,203.31,3,4,5,435,Big Spenders
2749.0,1,187.41,3,4,4,434,Potential Loyalists
2616.0,1,67.22,3,3,2,332,Potential Loyalists
2670.0,1,407.19,3,3,5,335,Big Spenders
2523.0,1,125.67,3,2,3,233,Other
2645.0,1,175.77,3,3,4,334,Potential Loyalists
2854.0,1,68.02,3,5,2,532,Other
2765.0,1,47.6,3,4,1,431,Low Value
2756.0,1,195.71,3,4,4,434,Potential Loyalists
2720.0,1,32.77,3,4,1,431,Low Value
2695.0,1,40.85,3,4,1,431,Low Value
2587.0,1,169.92,3,2,4,234,Other
2701.0,1,190.83,3,4,4,434,Potential Loyalists
2713.0,1,130.14,3,4,4,434,Potential Loyalists
2505.0,1,89.31,3,1,3,133,New Customers
2960.0,1,185.26,3,5,4,534,Other
2574.0,1,116.32,3,2,3,233,Other
2650.0,1,73.15,3,3,2,332,Potential Loyalists
2698.0,1,55.61,3,4,2,432,Potential Loyalists
2798.0,1,85.23,3,4,3,433,Potential Loyalists
2946.0,1,158.92,3,5,4,534,Other
2499.0,1,121.9,3,1,3,133,New Customers
2474.0,1,106.76,3,1,3,133,New Customers
2883.0,1,238.81,3,5,5,535,Big Spenders
2782.0,1,183.95,3,4,4,434,Potential Loyalists
2622.0,1,127.45,3,3,3,333,Potential Loyalists
2772.0,1,57.91,3,4,2,432,Potential Loyalists
2530.0,1,624.9,3,2,5,235,Big Spenders
2674.0,1,88.72,3,3,3,333,Potential Loyalists
2449.0,1,81.33,3,1,2,132,New Customers
2585.0,1,268.64,3,2,5,235,Big Spenders
2660.0,1,116.94,3,3,3,333,Potential Loyalists
2678.0,1,177.44,3,3,4,334,Potential Loyalists
2635.0,1,135.51,3,3,4,334,Potential Loyalists
2569.0,1,212.85,3,2,5,235,Big Spenders
2513.0,1,154.38,3,2,4,234,Other
2453.0,1,107.76,3,1,3,133,New Customers
2580.0,1,57.38,3,2,2,232,Other
2566.0,1,123.18,3,2,3,233,Other
2581.0,1,100.26,3,2,3,233,Other
2908.0,1,336.54,3,5,5,535,Big Spenders
2636.0,1,166.59,3,3,4,334,Potential Loyalists
2476.0,1,35.36,3,1,1,131,New Customers
2805.0,1,1416.7,3,4,5,435,Big Spenders
2509.0,1,106.5,3,1,3,133,New Customers
2441.0,1,565.08,3,1,5,135,New Customers
2672.0,1,231.76,3,3,5,335,Big Spenders
2551.0,1,50.87,3,2,1,231,Low Value
2697.0,1,95.1,3,4,3,433,Potential Loyalists
2441.0,1,138.97,3,1,4,134,New Customers
2539.0,1,157.75,3,2,4,234,Other
2646.0,1,97.02,3,3,3,333,Potential Loyalists
2810.0,1,83.69,3,4,2,432,Potential Loyalists
2518.0,1,168.83,3,2,4,234,Other
2730.0,1,836.34,3,4,5,435,Big Spenders
2442.0,1,281.95,3,1,5,135,New Customers
2720.0,1,102.64,3,4,3,433,Potential Loyalists
2720.0,1,65.08,3,4,2,432,Potential Loyalists
2581.0,1,606.08,3,2,5,235,Big Spenders
2470.0,1,198.34,3,1,4,134,New Customers
2950.0,1,141.6,3,5,4,534,Other
2701.0,1,130.45,3,4,4,434,Potential Loyalists
2635.0,1,81.61,3,3,2,332,Potential Loyalists
2767.0,1,114.96,3,4,3,433,Potential Loyalists
2651.0,1,210.47,3,3,5,335,Big Spenders
2965.0,1,1284.25,3,5,5,535,Big Spenders
2707.0,1,112.94,3,4,3,433,Potential Loyalists
2592.0,1,200.21,3,2,4,234,Other
2940.0,1,77.16,3,5,2,532,Other
2754.0,1,31.75,3,4,1,431,Low Value
2580.0,1,47.37,3,2,1,231,Low Value
2573.0,1,173.8,3,2,4,234,Other
2545.0,1,197.17,3,2,4,234,Other
2506.0,1,340.82,3,1,5,135,New Customers
2940.0,1,170.67,3,5,4,534,Other
0.0,1,782.34,3,1,5,135,New Customers
0.0,1,1949.52,3,1,5,135,New Customers
2615.0,1,44.35,3,3,1,331,Low Value
2959.0,1,188.85,3,5,4,534,Other
2590.0,1,144.21,3,2,4,234,Other
2667.0,1,130.15,3,3,4,334,Potential Loyalists
2568.0,1,325.47,3,2,5,235,Big Spenders
2644.0,1,39.61,3,3,1,331,Low Value
2890.0,1,154.73,3,5,4,534,Other
2695.0,1,115.74,3,4,3,433,Potential Loyalists
2625.0,1,274.02,3,3,5,335,Big Spenders
2495.0,1,48.3,3,1,1,131,New Customers
2702.0,1,236.54,3,4,5,435,Big Spenders
2719.0,1,315.68,3,4,5,435,Big Spenders
2702.0,1,158.7,3,4,4,434,Potential Loyalists
2692.0,1,208.61,3,4,5,435,Big Spenders
3002.0,1,424.26,3,5,5,535,Big Spenders
2635.0,1,67.63,3,3,2,332,Potential Loyalists
2877.0,1,590.72,3,5,5,535,Big Spenders
2566.0,1,94.95,3,2,3,233,Other
2496.0,1,52.18,3,1,1,131,New Customers
2694.0,1,31.28,3,4,1,431,Low Value
2446.0,1,154.34,3,1,4,134,New Customers
2750.0,1,686.09,3,4,5,435,Big Spenders
2498.0,1,218.48,3,1,5,135,New Customers
2713.0,1,195.51,3,4,4,434,Potential Loyalists
2551.0,1,102.53,3,2,3,233,Other
0.0,1,40.02,3,1,1,131,New Customers
2516.0,1,68.96,3,2,2,232,Other
2891.0,1,140.02,3,5,4,534,Other
2562.0,1,162.33,3,2,4,234,Other
2838.0,1,131.44,3,5,4,534,Other
2986.0,1,35.86,3,5,1,531,Low Value
2938.0,1,62.08,3,5,2,532,Other
2622.0,1,44.09,3,3,1,331,Low Value
2548.0,1,187.82,3,2,4,234,Other
2624.0,1,152.64,3,3,4,334,Potential Loyalists
0.0,1,32.6,3,1,1,131,New Customers
2597.0,1,44.38,3,3,1,331,Low Value
2708.0,1,274.64,3,4,5,435,Big Spenders
2574.0,1,106.56,3,2,3,233,Other
2747.0,1,209.71,3,4,5,435,Big Spenders
2453.0,1,111.78,3,1,3,133,New Customers
2861.0,1,57.68,3,5,2,532,Other
2912.0,1,193.45,3,5,4,534,Other
2696.0,1,233.14,3,4,5,435,Big Spenders
2830.0,1,58.4,3,5,2,532,Other
2705.0,1,37.72,3,4,1,431,Low Value
2449.0,1,47.3,3,1,1,131,New Customers
2674.0,1,125.63,3,3,3,333,Potential Loyalists
2868.0,1,150.05,3,5,4,534,Other
2540.0,1,227.94,3,2,5,235,Big Spenders
2518.0,1,94.22,3,2,3,233,Other
2623.0,1,21.43,3,3,1,331,Low Value
2606.0,1,67.59,3,3,2,332,Potential Loyalists
2925.0,1,155.4,3,5,4,534,Other
2877.0,1,40.0,3,5,1,531,Low Value
2916.0,1,74.62,3,5,2,532,Other
2568.0,1,87.76,3,2,3,233,Other
2947.0,1,227.57,3,5,5,535,Big Spenders
3114.0,1,818.12,3,5,5,535,Big Spenders
2679.0,1,413.3,3,3,5,335,Big Spenders
2915.0,1,133.95,3,5,4,534,Other
2494.0,1,183.92,3,1,4,134,New Customers
2460.0,1,35.06,3,1,1,131,New Customers
2603.0,1,96.52,3,3,3,333,Potential Loyalists
2559.0,1,23.29,3,2,1,231,Low Value
2595.0,1,102.53,3,2,3,233,Other
2965.0,1,200.31,3,5,4,534,Other
2448.0,1,91.23,3,1,3,133,New Customers
2627.0,1,119.48,3,3,3,333,Potential Loyalists
2466.0,1,21.38,3,1,1,131,New Customers
2702.0,1,49.59,3,4,1,431,Low Value
2749.0,1,85.52,3,4,3,433,Potential Loyalists
2587.0,1,170.55,3,2,4,234,Other
2457.0,1,313.55,3,1,5,135,New Customers
2492.0,1,142.63,3,1,4,134,New Customers
2660.0,1,142.11,3,3,4,334,Potential Loyalists
2569.0,1,157.79,3,2,4,234,Other
0.0,1,463.9,3,1,5,135,New Customers
2704.0,1,76.79,3,4,2,432,Potential Loyalists
2751.0,1,46.69,3,4,1,431,Low Value
2447.0,1,258.67,3,1,5,135,New Customers
2799.0,1,46.74,3,4,1,431,Low Value
2667.0,1,86.02,3,3,3,333,Potential Loyalists
2497.0,1,832.76,3,1,5,135,New Customers
2686.0,1,95.77,3,3,3,333,Potential Loyalists
2624.0,1,237.69,3,3,5,335,Big Spenders
2713.0,1,44.09,3,4,1,431,Low Value
2595.0,1,92.68,3,2,3,233,Other
2526.0,1,90.04,3,2,3,233,Other
2590.0,1,64.23,3,2,2,232,Other
2632.0,1,46.96,3,3,1,331,Low Value
2642.0,1,45.09,3,3,1,331,Low Value
2443.0,1,44.99,3,1,1,131,New Customers
2560.0,1,98.34,3,2,3,233,Other
3092.0,1,116.17,3,5,3,533,Other
2478.0,1,440.68,3,1,5,135,New Customers
2859.0,1,88.74,3,5,3,533,Other
2705.0,1,37.0,3,4,1,431,Low Value
2510.0,1,63.65,3,1,2,132,New Customers
2747.0,1,308.16,3,4,5,435,Big Spenders
2446.0,1,426.4,3,1,5,135,New Customers
2877.0,1,38.11,3,5,1,531,Low Value
2513.0,1,143.93,3,2,4,234,Other
2461.0,1,57.99,3,1,2,132,New Customers
2791.0,1,53.79,3,4,1,431,Low Value
2602.0,1,309.22,3,3,5,335,Big Spenders
2646.0,1,42.69,3,3,1,331,Low Value
2565.0,1,362.17,3,2,5,235,Big Spenders
2471.0,1,96.69,3,1,3,133,New Customers
2877.0,1,149.14,3,5,4,534,Other
0.0,1,1683.14,3,1,5,135,New Customers
2511.0,1,211.95999999999998,3,1,5,135,New Customers
2602.0,1,138.28,3,3,4,334,Potential Loyalists
2714.0,1,138.21,3,4,4,434,Potential Loyalists
2701.0,1,342.38,3,4,5,435,Big Spenders
2443.0,1,106.31,3,1,3,133,New Customers
2628.0,1,190.62,3,3,4,334,Potential Loyalists
2818.0,1,58.63,3,5,2,532,Other
2669.0,1,223.69,3,3,5,335,Big Spenders
2551.0,1,2114.63,3,2,5,235,Big Spenders
2546.0,1,101.5,3,2,3,233,Other
2992.0,1,62.37,3,5,2,532,Other
2636.0,1,170.19,3,3,4,334,Potential Loyalists
0.0,1,217.93,3,1,5,135,New Customers
2898.0,1,427.1,3,5,5,535,Big Spenders
2588.0,1,69.05,3,2,2,232,Other
2758.0,1,183.1,3,4,4,434,Potential Loyalists
2886.0,1,47.0,3,5,1,531,Low Value
2568.0,1,128.65,3,2,4,234,Other
0.0,1,61.55,3,1,2,132,New Customers
2659.0,1,71.51,3,3,2,332,Potential Loyalists
2540.0,1,73.4,3,2,2,232,Other
2716.0,1,43.14,3,4,1,431,Low Value
2770.0,1,133.05,3,4,4,434,Potential Loyalists
2511.0,1,395.45,3,1,5,135,New Customers
2635.0,1,58.27,3,3,2,332,Potential Loyalists
2674.0,1,72.93,3,3,2,332,Potential Loyalists
2481.0,1,217.86,3,1,5,135,New Customers
2767.0,1,61.5,3,4,2,432,Potential Loyalists
2440.0,1,106.62,3,1,3,133,New Customers
2833.0,1,47.0,3,5,1,531,Low Value
2665.0,1,106.23,3,3,3,333,Potential Loyalists
2449.0,1,95.83,3,1,3,133,New Customers
2450.0,1,123.34,3,1,3,133,New Customers
2713.0,1,90.77,3,4,3,433,Potential Loyalists
2796.0,1,133.49,3,4,4,434,Potential Loyalists
2611.0,1,81.89,3,3,2,332,Potential Loyalists
3115.0,1,214.98,3,5,5,535,Big Spenders
2604.0,1,194.1,3,3,4,334,Potential Loyalists
2467.0,1,269.25,3,1,5,135,New Customers
2664.0,1,71.04,3,3,2,332,Potential Loyalists
2706.0,1,46.14,3,4,1,431,Low Value
2446.0,1,40.97,3,1,1,131,New Customers
2539.0,1,32.39,3,2,1,231,Low Value
2709.0,1,39.6,3,4,1,431,Low Value
2560.0,1,47.43,3,2,1,231,Low Value
3009.0,1,33.71,3,5,1,531,Low Value
3017.0,1,40.36,3,5,1,531,Low Value
2901.0,1,42.62,3,5,1,531,Low Value
2704.0,1,74.16,3,4,2,432,Potential Loyalists
2540.0,1,153.72,3,2,4,234,Other
2645.0,1,176.23,3,3,4,334,Potential Loyalists
2551.0,1,32.37,3,2,1,231,Low Value
2600.0,1,43.25,3,3,1,331,Low Value
2577.0,1,67.36,3,2,2,232,Other
2447.0,1,94.74,3,1,3,133,New Customers
2541.0,1,84.13,3,2,2,232,Other
2547.0,1,156.84,3,2,4,234,Other
2580.0,1,157.89,3,2,4,234,Other
2968.0,1,81.78,3,5,2,532,Other
