Recency,Frequency,Monetary,F_rank,R_rank,M_rank,RFM_Score,Segment
2463.0,1,68.35,3,1,2,132,New Customers
2450.0,1,108.33,3,1,3,133,New Customers
2566.0,1,64.94,3,2,2,232,Other
2877.0,1,1184.55,3,5,5,535,Big Spenders
2447.0,1,144.14,3,1,4,134,New Customers
2467.0,1,235.83,3,1,5,135,New Customers
2657.0,1,86.02,3,3,3,333,Potential Loyalists
2545.0,1,626.68,3,2,5,235,Big Spenders
0.0,1,112.92,3,1,3,133,New Customers
2468.0,1,110.88,3,1,3,133,New Customers
0.0,1,1682.92,3,1,5,135,New Customers
2624.0,1,31.75,3,3,1,331,Low Value
2817.0,1,96.8,3,5,3,533,Other
2512.0,1,141.66,3,1,4,134,New Customers
2498.0,1,162.63,3,1,4,134,New Customers
2863.0,1,114.44,3,5,3,533,Other
2835.0,1,140.71,3,5,4,534,Other
2498.0,1,151.23,3,1,4,134,New Customers
2576.0,1,42.69,3,2,1,231,Low Value
2898.0,1,57.72,3,5,2,532,Other
0.0,1,30.27,3,1,1,131,New Customers
2649.0,1,43.69,3,3,1,331,Low Value
2513.0,1,152.5,3,2,4,234,Other
2692.0,1,90.18,3,4,3,433,Potential Loyalists
2502.0,1,177.31,3,1,4,134,New Customers
2622.0,1,37.77,3,3,1,331,Low Value
2911.0,1,140.51,3,5,4,534,Other
2674.0,1,133.48,3,3,4,334,Potential Loyalists
2687.0,1,108.06,3,3,3,333,Potential Loyalists
2747.0,1,179.86,3,4,4,434,Potential Loyalists
2869.0,1,112.82,3,5,3,533,Other
2753.0,1,125.23,3,4,3,433,Potential Loyalists
2529.0,1,43.42,3,2,1,231,Low Value
2938.0,1,237.81,3,5,5,535,Big Spenders
2585.0,1,162.83,3,2,4,234,Other
2761.0,1,249.7,3,4,5,435,Big Spenders
2903.0,1,63.4,3,5,2,532,Other
2581.0,1,88.9,3,2,3,233,Other
2686.0,1,515.7,3,3,5,335,Big Spenders
2443.0,1,207.52,3,1,5,135,New Customers
2854.0,1,253.87,3,5,5,535,Big Spenders
2442.0,1,252.38,3,1,5,135,New Customers
2720.0,1,61.05,3,4,2,432,Potential Loyalists
2693.0,1,95.21,3,4,3,433,Potential Loyalists
2469.0,1,76.07,3,1,2,132,New Customers
2761.0,1,217.64,3,4,5,435,Big Spenders
2968.0,1,20.52,3,5,1,531,Low Value
2673.0,1,50.0,3,3,1,331,Low Value
2502.0,1,144.36,3,1,4,134,New Customers
2503.0,1,69.06,3,1,2,132,New Customers
2525.0,1,93.36999999999999,3,2,3,233,Other
2582.0,1,221.79,3,2,5,235,Big Spenders
2747.0,1,101.94,3,4,3,433,Potential Loyalists
2512.0,1,349.94,3,1,5,135,New Customers
2579.0,1,163.95,3,2,4,234,Other
2657.0,1,97.87,3,3,3,333,Potential Loyalists
2698.0,1,1424.45,3,4,5,435,Big Spenders
2819.0,1,210.2,3,5,5,535,Big Spenders
2524.0,1,91.48,3,2,3,233,Other
2468.0,1,69.96,3,1,2,132,New Customers
2852.0,1,122.25999999999999,3,5,3,533,Other
2671.0,1,70.15,3,3,2,332,Potential Loyalists
2785.0,1,175.77,3,4,4,434,Potential Loyalists
2884.0,1,128.56,3,5,4,534,Other
2586.0,1,64.58,3,2,2,232,Other
2600.0,1,948.98,3,3,5,335,Big Spenders
2544.0,1,207.94,3,2,5,235,Big Spenders
2448.0,1,56.2,3,1,2,132,New Customers
2547.0,1,605.41,3,2,5,235,Big Spenders
2476.0,1,149.68,3,1,4,134,New Customers
2831.0,1,115.81,3,5,3,533,Other
2984.0,1,45.25,3,5,1,531,Low Value
2616.0,1,53.1,3,3,1,331,Low Value
2978.0,1,101.14,3,5,3,533,Other
2541.0,1,85.82,3,2,3,233,Other
2470.0,1,43.27,3,1,1,131,New Customers
2453.0,1,166.04,3,1,4,134,New Customers
2624.0,1,101.9,3,3,3,333,Potential Loyalists
2525.0,1,903.03,3,2,5,235,Big Spenders
2687.0,1,75.98,3,3,2,332,Potential Loyalists
2924.0,1,33.97,3,5,1,531,Low Value
2694.0,1,71.48,3,4,2,432,Potential Loyalists
2457.0,1,99.29,3,1,3,133,New Customers
2474.0,1,66.67,3,1,2,132,New Customers
2573.0,1,332.46,3,2,5,235,Big Spenders
2646.0,1,77.16,3,3,2,332,Potential Loyalists
2462.0,1,22.38,3,1,1,131,New Customers
2686.0,1,75.65,3,3,2,332,Potential Loyalists
2562.0,1,45.13,3,2,1,231,Low Value
2573.0,1,174.11,3,2,4,234,Other
2692.0,1,58.27,3,4,2,432,Potential Loyalists
2898.0,1,223.78,3,5,5,535,Big Spenders
2819.0,1,787.6,3,5,5,535,Big Spenders
2751.0,1,81.88,3,4,2,432,Potential Loyalists
2600.0,1,47.81,3,3,1,331,Low Value
2770.0,1,74.46,3,4,2,432,Potential Loyalists
2506.0,1,75.68,3,1,2,132,New Customers
2546.0,1,31.28,3,2,1,231,Low Value
2842.0,1,166.16,3,5,4,534,Other
2677.0,1,245.83,3,3,5,335,Big Spenders
2636.0,1,54.62,3,3,2,332,Potential Loyalists
2497.0,1,62.65,3,1,2,132,New Customers
2478.0,1,148.2,3,1,4,134,New Customers
2464.0,1,101.64,3,1,3,133,New Customers
2743.0,1,189.98,3,4,4,434,Potential Loyalists
2640.0,1,52.62,3,3,1,331,Low Value
2642.0,1,123.02,3,3,3,333,Potential Loyalists
2491.0,1,172.97,3,1,4,134,New Customers
2455.0,1,153.61,3,1,4,134,New Customers
2573.0,1,108.51,3,2,3,233,Other
2506.0,1,148.0,3,1,4,134,New Customers
2754.0,1,254.01,3,4,5,435,Big Spenders
2637.0,1,39.59,3,3,1,331,Low Value
2558.0,1,66.71,3,2,2,232,Other
2720.0,1,23.6,3,4,1,431,Low Value
0.0,1,486.58,3,1,5,135,New Customers
2491.0,1,47.48,3,1,1,131,New Customers
2522.0,1,246.36,3,2,5,235,Big Spenders
2856.0,1,70.72,3,5,2,532,Other
2663.0,1,214.41,3,3,5,335,Big Spenders
2512.0,1,65.75,3,1,2,132,New Customers
2764.0,1,197.29,3,4,4,434,Potential Loyalists
2722.0,1,75.17,3,4,2,432,Potential Loyalists
2520.0,1,161.68,3,2,4,234,Other
2859.0,1,384.78,3,5,5,535,Big Spenders
2447.0,1,15.89,3,1,1,131,New Customers
2813.0,1,50.09,3,5,1,531,Low Value
2583.0,1,87.43,3,2,3,233,Other
2721.0,1,155.55,3,4,4,434,Potential Loyalists
2586.0,1,32.29,3,2,1,231,Low Value
3007.0,1,127.5,3,5,3,533,Other
2642.0,1,213.76,3,3,5,335,Big Spenders
2509.0,1,369.61,3,1,5,135,New Customers
2999.0,1,36.73,3,5,1,531,Low Value
2491.0,1,35.42,3,1,1,131,New Customers
2694.0,1,155.73,3,4,4,434,Potential Loyalists
2715.0,1,94.4,3,4,3,433,Potential Loyalists
2889.0,1,51.01,3,5,1,531,Low Value
2568.0,1,31.13,3,2,1,231,Low Value
2925.0,1,76.3,3,5,2,532,Other
2457.0,1,65.34,3,1,2,132,New Customers
2649.0,1,68.49,3,3,2,332,Potential Loyalists
2910.0,1,36.9,3,5,1,531,Low Value
2543.0,1,68.13,3,2,2,232,Other
2568.0,1,444.54,3,2,5,235,Big Spenders
2498.0,1,224.99,3,1,5,135,New Customers
2657.0,1,1006.44,3,3,5,335,Big Spenders
2575.0,1,52.73,3,2,1,231,Low Value
2947.0,1,57.64,3,5,2,532,Other
2965.0,1,106.28,3,5,3,533,Other
2453.0,1,36.4,3,1,1,131,New Customers
0.0,1,23.72,3,1,1,131,New Customers
2544.0,1,828.08,3,2,5,235,Big Spenders
2596.0,1,204.31,3,3,5,335,Big Spenders
2740.0,1,116.23,3,4,3,433,Potential Loyalists
2457.0,1,83.79,3,1,2,132,New Customers
2716.0,1,388.96,3,4,5,435,Big Spenders
2905.0,1,136.47,3,5,4,534,Other
2811.0,1,58.1,3,4,2,432,Potential Loyalists
2840.0,1,34.09,3,5,1,531,Low Value
2687.0,1,137.99,3,3,4,334,Potential Loyalists
2558.0,1,62.91,3,2,2,232,Other
2523.0,1,40.84,3,2,1,231,Low Value
2810.0,1,39.09,3,4,1,431,Low Value
2548.0,1,102.27,3,2,3,233,Other
2615.0,1,129.45,3,3,4,334,Potential Loyalists
2450.0,1,73.71,3,1,2,132,New Customers
3000.0,1,194.17,3,5,4,534,Other
2477.0,1,826.42,3,1,5,135,New Customers
2464.0,1,58.28,3,1,2,132,New Customers
2646.0,1,106.38,3,3,3,333,Potential Loyalists
2735.0,1,53.27,3,4,1,431,Low Value
2838.0,1,37.17,3,5,1,531,Low Value
2898.0,1,236.28,3,5,5,535,Big Spenders
2560.0,1,68.73,3,2,2,232,Other
0.0,1,111.3,3,1,3,133,New Customers
2660.0,1,96.0,3,3,3,333,Potential Loyalists
2441.0,1,118.35,3,1,3,133,New Customers
2488.0,1,103.26,3,1,3,133,New Customers
2645.0,1,154.19,3,3,4,334,Potential Loyalists
2546.0,1,525.65,3,2,5,235,Big Spenders
2665.0,1,197.01,3,3,4,334,Potential Loyalists
2695.0,1,110.12,3,4,3,433,Potential Loyalists
2861.0,1,32.09,3,5,1,531,Low Value
2736.0,1,85.76,3,4,3,433,Potential Loyalists
2713.0,1,173.82,3,4,4,434,Potential Loyalists
2453.0,1,68.1,3,1,2,132,New Customers
2597.0,1,69.77,3,3,2,332,Potential Loyalists
2811.0,1,125.21,3,4,3,433,Potential Loyalists
0.0,1,118.03,3,1,3,133,New Customers
2505.0,1,118.0,3,1,3,133,New Customers
2966.0,1,154.14,3,5,4,534,Other
2782.0,1,52.68,3,4,1,431,Low Value
2842.0,1,635.91,3,5,5,535,Big Spenders
2849.0,1,59.1,3,5,2,532,Other
2605.0,1,50.0,3,3,1,331,Low Value
2814.0,1,44.25,3,5,1,531,Low Value
2816.0,1,123.0,3,5,3,533,Other
2664.0,1,36.78,3,3,1,331,Low Value
2467.0,1,40.27,3,1,1,131,New Customers
2810.0,1,54.75,3,4,2,432,Potential Loyalists
2692.0,1,20.61,3,4,1,431,Low Value
2546.0,1,136.27,3,2,4,234,Other
2786.0,1,39.32,3,4,1,431,Low Value
2597.0,1,47.84,3,3,1,331,Low Value
2863.0,1,273.96,3,5,5,535,Big Spenders
2490.0,1,70.12,3,1,2,132,New Customers
2538.0,1,226.35,3,2,5,235,Big Spenders
2663.0,1,0.0,3,3,1,331,Low Value
2803.0,1,158.8,3,4,4,434,Potential Loyalists
2694.0,1,56.79,3,4,2,432,Potential Loyalists
2559.0,1,76.87,3,2,2,232,Other
2849.0,1,359.19,3,5,5,535,Big Spenders
2889.0,1,103.37,3,5,3,533,Other
2503.0,1,39.28,3,1,1,131,New Customers
2600.0,1,189.07999999999998,3,3,4,334,Potential Loyalists
2529.0,1,86.14,3,2,3,233,Other
2867.0,1,117.17,3,5,3,533,Other
2719.0,1,190.57,3,4,4,434,Potential Loyalists
2870.0,1,80.56,3,5,2,532,Other
2519.0,1,138.91,3,2,4,234,Other
2587.0,1,74.41,3,2,2,232,Other
2702.0,1,65.0,3,4,2,432,Potential Loyalists
2519.0,1,216.0,3,2,5,235,Big Spenders
2596.0,1,154.92,3,3,4,334,Potential Loyalists
2520.0,1,57.34,3,2,2,232,Other
2596.0,1,56.5,3,3,2,332,Potential Loyalists
2480.0,1,73.48,3,1,2,132,New Customers
2925.0,1,76.75,3,5,2,532,Other
2595.0,1,262.9,3,2,5,235,Big Spenders
3000.0,1,74.49,3,5,2,532,Other
2519.0,1,197.27,3,2,4,234,Other
2734.0,1,217.78,3,4,5,435,Big Spenders
2475.0,1,159.16,3,1,4,134,New Customers
2454.0,1,196.49,3,1,4,134,New Customers
2952.0,1,207.58,3,5,5,535,Big Spenders
2446.0,1,200.33,3,1,4,134,New Customers
2507.0,1,120.68,3,1,3,133,New Customers
2730.0,1,403.81,3,4,5,435,Big Spenders
2540.0,1,43.13,3,2,1,231,Low Value
2687.0,1,64.1,3,3,2,332,Potential Loyalists
2985.0,1,173.21,3,5,4,534,Other
2940.0,1,153.8,3,5,4,534,Other
2972.0,1,610.56,3,5,5,535,Big Spenders
2677.0,1,66.5,3,3,2,332,Potential Loyalists
2699.0,1,115.44,3,4,3,433,Potential Loyalists
2695.0,1,210.29,3,4,5,435,Big Spenders
2866.0,1,189.12,3,5,4,534,Other
2496.0,1,50.35,3,1,1,131,New Customers
2441.0,1,97.65,3,1,3,133,New Customers
2848.0,1,133.46,3,5,4,534,Other
2674.0,1,424.97,3,3,5,335,Big Spenders
2460.0,1,297.76,3,1,5,135,New Customers
2503.0,1,117.46,3,1,3,133,New Customers
2475.0,1,127.37,3,1,3,133,New Customers
2581.0,1,68.87,3,2,2,232,Other
2786.0,1,88.56,3,4,3,433,Potential Loyalists
2650.0,1,122.5,3,3,3,333,Potential Loyalists
2933.0,1,161.18,3,5,4,534,Other
2679.0,1,75.38,3,3,2,332,Potential Loyalists
2573.0,1,35.38,3,2,1,231,Low Value
2673.0,1,49.63,3,3,1,331,Low Value
2804.0,1,86.43,3,4,3,433,Potential Loyalists
2495.0,1,58.39,3,1,2,132,New Customers
2707.0,1,116.24,3,4,3,433,Potential Loyalists
2635.0,1,44.01,3,3,1,331,Low Value
2576.0,1,83.16,3,2,2,232,Other
2624.0,1,37.53,3,3,1,331,Low Value
2653.0,1,137.08,3,3,4,334,Potential Loyalists
2562.0,1,94.55,3,2,3,233,Other
2629.0,1,128.72,3,3,4,334,Potential Loyalists
2551.0,1,162.6,3,2,4,234,Other
2488.0,1,114.79,3,1,3,133,New Customers
2527.0,1,57.78,3,2,2,232,Other
2503.0,1,58.89,3,1,2,132,New Customers
2884.0,1,67.01,3,5,2,532,Other
2818.0,1,741.44,3,5,5,535,Big Spenders
2475.0,1,89.82,3,1,3,133,New Customers
2800.0,1,163.81,3,4,4,434,Potential Loyalists
2475.0,1,132.9,3,1,4,134,New Customers
0.0,1,279.1,3,1,5,135,New Customers
2981.0,1,193.17,3,5,4,534,Other
2733.0,1,146.3,3,4,4,434,Potential Loyalists
2540.0,1,99.9,3,2,3,233,Other
2490.0,1,49.31,3,1,1,131,New Customers
2713.0,1,45.79,3,4,1,431,Low Value
2589.0,1,71.88,3,2,2,232,Other
2728.0,1,61.01,3,4,2,432,Potential Loyalists
2636.0,1,224.39,3,3,5,335,Big Spenders
2524.0,1,156.55,3,2,4,234,Other
2940.0,1,357.13,3,5,5,535,Big Spenders
2555.0,1,243.04,3,2,5,235,Big Spenders
0.0,1,53.0,3,1,1,131,New Customers
2562.0,1,459.64,3,2,5,235,Big Spenders
2716.0,1,65.71,3,4,2,432,Potential Loyalists
2569.0,1,72.77,3,2,2,232,Other
2782.0,1,465.11,3,4,5,435,Big Spenders
2922.0,1,357.13,3,5,5,535,Big Spenders
2669.0,1,84.88,3,3,2,332,Potential Loyalists
2730.0,1,1224.06,3,4,5,435,Big Spenders
2925.0,1,62.84,3,5,2,532,Other
2791.0,1,137.99,3,4,4,434,Potential Loyalists
2520.0,1,1638.35,3,2,5,235,Big Spenders
2965.0,1,94.23,3,5,3,533,Other
2475.0,1,25.61,3,1,1,131,New Customers
2652.0,1,35.69,3,3,1,331,Low Value
2825.0,1,48.69,3,5,1,531,Low Value
2510.0,1,79.95,3,1,2,132,New Customers
2655.0,1,87.13,3,3,3,333,Potential Loyalists
2679.0,1,45.69,3,3,1,331,Low Value
2707.0,1,128.61,3,4,4,434,Potential Loyalists
2607.0,1,136.93,3,3,4,334,Potential Loyalists
2820.0,1,88.01,3,5,3,533,Other
2821.0,1,230.37,3,5,5,535,Big Spenders
2827.0,1,146.68,3,5,4,534,Other
2448.0,1,610.92,3,1,5,135,New Customers
2614.0,1,90.05,3,3,3,333,Potential Loyalists
2971.0,1,46.04,3,5,1,531,Low Value
2840.0,1,112.71,3,5,3,533,Other
0.0,1,106.16,3,1,3,133,New Customers
2748.0,1,24.17,3,4,1,431,Low Value
2467.0,1,274.38,3,1,5,135,New Customers
2636.0,1,158.11,3,3,4,334,Potential Loyalists
0.0,1,110.3,3,1,3,133,New Customers
2637.0,1,109.18,3,3,3,333,Potential Loyalists
2719.0,1,148.06,3,4,4,434,Potential Loyalists
2624.0,1,38.09,3,3,1,331,Low Value
0.0,1,59.11,3,1,2,132,New Customers
2566.0,1,227.47,3,2,5,235,Big Spenders
2791.0,1,53.01,3,4,1,431,Low Value
2971.0,1,278.07,3,5,5,535,Big Spenders
2454.0,1,33.71,3,1,1,131,New Customers
2929.0,1,70.64,3,5,2,532,Other
2893.0,1,177.44,3,5,4,534,Other
2834.0,1,28.38,3,5,1,531,Low Value
2616.0,1,40.55,3,3,1,331,Low Value
2793.0,1,41.01,3,4,1,431,Low Value
2456.0,1,58.93,3,1,2,132,New Customers
2883.0,1,1504.61,3,5,5,535,Big Spenders
2539.0,1,38.28,3,2,1,231,Low Value
2548.0,1,158.53,3,2,4,234,Other
2895.0,1,155.15,3,5,4,534,Other
2708.0,1,76.08,3,4,2,432,Potential Loyalists
2742.0,1,148.29,3,4,4,434,Potential Loyalists
2868.0,1,61.8,3,5,2,532,Other
2566.0,1,107.46,3,2,3,233,Other
2491.0,1,112.42,3,1,3,133,New Customers
2657.0,1,264.16,3,3,5,335,Big Spenders
2583.0,1,169.61,3,2,4,234,Other
2835.0,1,222.65,3,5,5,535,Big Spenders
2716.0,1,77.55,3,4,2,432,Potential Loyalists
2491.0,1,367.75,3,1,5,135,New Customers
2441.0,1,43.55,3,1,1,131,New Customers
2497.0,1,27.87,3,1,1,131,New Customers
2517.0,1,48.7,3,2,1,231,Low Value
2464.0,1,163.38,3,1,4,134,New Customers
2667.0,1,111.32,3,3,3,333,Potential Loyalists
2694.0,1,80.91,3,4,2,432,Potential Loyalists
2916.0,1,133.95,3,5,4,534,Other
2799.0,1,37.68,3,4,1,431,Low Value
2805.0,1,135.92,3,4,4,434,Potential Loyalists
2656.0,1,31.38,3,3,1,331,Low Value
2916.0,1,95.72,3,5,3,533,Other
2568.0,1,21.97,3,2,1,231,Low Value
2736.0,1,157.22,3,4,4,434,Potential Loyalists
2541.0,1,129.64,3,2,4,234,Other
3013.0,1,146.01,3,5,4,534,Other
2852.0,1,50.75,3,5,1,531,Low Value
2585.0,1,185.66,3,2,4,234,Other
2596.0,1,234.84,3,3,5,335,Big Spenders
2784.0,1,41.23,3,4,1,431,Low Value
2691.0,1,115.44,3,4,3,433,Potential Loyalists
2596.0,1,306.03,3,3,5,335,Big Spenders
2548.0,1,66.26,3,2,2,232,Other
2708.0,1,330.8,3,4,5,435,Big Spenders
2768.0,1,85.16,3,4,2,432,Potential Loyalists
2590.0,1,137.65,3,2,4,234,Other
2625.0,1,440.19,3,3,5,335,Big Spenders
2520.0,1,65.87,3,2,2,232,Other
2469.0,1,117.45,3,1,3,133,New Customers
2544.0,1,203.16,3,2,5,235,Big Spenders
2706.0,1,150.3,3,4,4,434,Potential Loyalists
2748.0,1,163.06,3,4,4,434,Potential Loyalists
2481.0,1,71.27,3,1,2,132,New Customers
2770.0,1,162.24,3,4,4,434,Potential Loyalists
2755.0,1,24.17,3,4,1,431,Low Value
2440.0,1,59.0,3,1,2,132,New Customers
2513.0,1,147.78,3,2,4,234,Other
2763.0,1,201.84,3,4,4,434,Potential Loyalists
0.0,1,378.26,3,1,5,135,New Customers
2511.0,1,149.86,3,1,4,134,New Customers
2544.0,1,286.76,3,2,5,235,Big Spenders
2616.0,1,60.0,3,3,2,332,Potential Loyalists
2905.0,1,206.03,3,5,5,535,Big Spenders
2449.0,1,1342.03,3,1,5,135,New Customers
2546.0,1,144.31,3,2,4,234,Other
2771.0,1,36.78,3,4,1,431,Low Value
2590.0,1,165.94,3,2,4,234,Other
2842.0,1,37.54,3,5,1,531,Low Value
2700.0,1,112.12,3,4,3,433,Potential Loyalists
0.0,1,36.32,3,1,1,131,New Customers
2754.0,1,61.77,3,4,2,432,Potential Loyalists
2545.0,1,63.12,3,2,2,232,Other
2707.0,1,125.29,3,4,3,433,Potential Loyalists
2793.0,1,73.34,3,4,2,432,Potential Loyalists
2740.0,1,118.47,3,4,3,433,Potential Loyalists
2800.0,1,117.94,3,4,3,433,Potential Loyalists
2771.0,1,163.2,3,4,4,434,Potential Loyalists
2719.0,1,108.2,3,4,3,433,Potential Loyalists
2779.0,1,165.32,3,4,4,434,Potential Loyalists
2646.0,1,81.22,3,3,2,332,Potential Loyalists
2919.0,1,65.46,3,5,2,532,Other
2629.0,1,58.53,3,3,2,332,Potential Loyalists
2545.0,1,51.22,3,2,1,231,Low Value
2505.0,1,42.51,3,1,1,131,New Customers
2454.0,1,145.28,3,1,4,134,New Customers
2476.0,1,70.59,3,1,2,132,New Customers
2713.0,1,61.84,3,4,2,432,Potential Loyalists
2611.0,1,37.87,3,3,1,331,Low Value
2558.0,1,201.55,3,2,4,234,Other
2972.0,1,177.77,3,5,4,534,Other
2655.0,1,53.8,3,3,1,331,Low Value
2674.0,1,383.3,3,3,5,335,Big Spenders
2526.0,1,63.23,3,2,2,232,Other
3017.0,1,200.45,3,5,4,534,Other
2597.0,1,75.36,3,3,2,332,Potential Loyalists
2925.0,1,40.95,3,5,1,531,Low Value
2616.0,1,34.0,3,3,1,331,Low Value
2663.0,1,150.17,3,3,4,334,Potential Loyalists
2782.0,1,184.93,3,4,4,434,Potential Loyalists
2645.0,1,185.84,3,3,4,334,Potential Loyalists
2553.0,1,148.79,3,2,4,234,Other
2803.0,1,161.69,3,4,4,434,Potential Loyalists
2749.0,1,158.52,3,4,4,434,Potential Loyalists
2706.0,1,72.83,3,4,2,432,Potential Loyalists
2620.0,1,47.79,3,3,1,331,Low Value
2769.0,1,182.52,3,4,4,434,Potential Loyalists
2492.0,1,166.04,3,1,4,134,New Customers
2819.0,1,204.49,3,5,5,535,Big Spenders
2568.0,1,318.61,3,2,5,235,Big Spenders
2580.0,1,53.88,3,2,1,231,Low Value
2470.0,1,167.14,3,1,4,134,New Customers
2938.0,1,676.96,3,5,5,535,Big Spenders
2637.0,1,327.62,3,3,5,335,Big Spenders
2743.0,1,84.05,3,4,2,432,Potential Loyalists
2804.0,1,44.49,3,4,1,431,Low Value
2572.0,1,203.67,3,2,5,235,Big Spenders
2905.0,1,234.58,3,5,5,535,Big Spenders
2436.0,1,74.1,3,1,2,132,New Customers
2552.0,1,350.77,3,2,5,235,Big Spenders
2695.0,1,323.96,3,4,5,435,Big Spenders
2791.0,1,184.53,3,4,4,434,Potential Loyalists
2623.0,1,124.52,3,3,3,333,Potential Loyalists
2666.0,1,97.71,3,3,3,333,Potential Loyalists
2714.0,1,173.82,3,4,4,434,Potential Loyalists
2502.0,1,72.56,3,1,2,132,New Customers
2501.0,1,289.57,3,1,5,135,New Customers
2714.0,1,78.79,3,4,2,432,Potential Loyalists
2450.0,1,110.48,3,1,3,133,New Customers
2652.0,1,69.49,3,3,2,332,Potential Loyalists
2658.0,1,60.37,3,3,2,332,Potential Loyalists
2666.0,1,537.37,3,3,5,335,Big Spenders
2793.0,1,60.85,3,4,2,432,Potential Loyalists
2821.0,1,97.87,3,5,3,533,Other
2761.0,1,41.71,3,4,1,431,Low Value
2585.0,1,133.21,3,2,4,234,Other
2649.0,1,506.17,3,3,5,335,Big Spenders
2642.0,1,76.69,3,3,2,332,Potential Loyalists
2763.0,1,56.37,3,4,2,432,Potential Loyalists
2690.0,1,107.87,3,3,3,333,Potential Loyalists
2636.0,1,54.6,3,3,2,332,Potential Loyalists
2622.0,1,129.89,3,3,4,334,Potential Loyalists
2869.0,1,83.23,3,5,2,532,Other
2606.0,1,52.97,3,3,1,331,Low Value
2916.0,1,38.42,3,5,1,531,Low Value
2895.0,1,149.71,3,5,4,534,Other
2828.0,1,126.2,3,5,3,533,Other
2793.0,1,47.77,3,4,1,431,Low Value
0.0,1,349.69,3,1,5,135,New Customers
2476.0,1,457.82,3,1,5,135,New Customers
2665.0,1,165.96,3,3,4,334,Potential Loyalists
2581.0,1,41.03,3,2,1,231,Low Value
2610.0,1,69.13,3,3,2,332,Potential Loyalists
2573.0,1,435.44,3,2,5,235,Big Spenders
2530.0,1,128.45,3,2,4,234,Other
2558.0,1,164.46,3,2,4,234,Other
2523.0,1,61.23,3,2,2,232,Other
2623.0,1,69.96,3,3,2,332,Potential Loyalists
2877.0,1,71.24,3,5,2,532,Other
2455.0,1,166.37,3,1,4,134,New Customers
2833.0,1,36.75,3,5,1,531,Low Value
2456.0,1,151.47,3,1,4,134,New Customers
2807.0,1,85.63,3,4,3,433,Potential Loyalists
2517.0,1,91.99,3,2,3,233,Other
2747.0,1,152.48,3,4,4,434,Potential Loyalists
2690.0,1,230.72,3,3,5,335,Big Spenders
2749.0,1,405.42,3,4,5,435,Big Spenders
2667.0,1,622.64,3,3,5,335,Big Spenders
3013.0,1,147.9,3,5,4,534,Other
2574.0,1,30.13,3,2,1,231,Low Value
2565.0,1,135.71,3,2,4,234,Other
2453.0,1,68.43,3,1,2,132,New Customers
2771.0,1,105.24,3,4,3,433,Potential Loyalists
2552.0,1,125.56,3,2,3,233,Other
2574.0,1,57.51,3,2,2,232,Other
2722.0,1,34.75,3,4,1,431,Low Value
2445.0,1,217.22,3,1,5,135,New Customers
2658.0,1,135.61,3,3,4,334,Potential Loyalists
2832.0,1,49.76,3,5,1,531,Low Value
2554.0,1,75.28,3,2,2,232,Other
2580.0,1,99.27,3,2,3,233,Other
2763.0,1,102.81,3,4,3,433,Potential Loyalists
2498.0,1,96.88,3,1,3,133,New Customers
2440.0,1,66.67,3,1,2,132,New Customers
2594.0,1,157.6,3,2,4,234,Other
2497.0,1,448.32,3,1,5,135,New Customers
2678.0,1,87.64,3,3,3,333,Potential Loyalists
2720.0,1,73.03,3,4,2,432,Potential Loyalists
2567.0,1,59.32,3,2,2,232,Other
2632.0,1,104.87,3,3,3,333,Potential Loyalists
2893.0,1,143.12,3,5,4,534,Other
2757.0,1,13664.08,3,4,5,435,Big Spenders
2573.0,1,72.74,3,2,2,232,Other
2922.0,1,113.56,3,5,3,533,Other
2516.0,1,203.39,3,2,5,235,Big Spenders
2632.0,1,87.38,3,3,3,333,Potential Loyalists
2669.0,1,92.72,3,3,3,333,Potential Loyalists
2719.0,1,84.59,3,4,2,432,Potential Loyalists
2443.0,1,48.34,3,1,1,131,New Customers
2555.0,1,19.08,3,2,1,231,Low Value
2859.0,1,92.67,3,5,3,533,Other
2995.0,1,114.77,3,5,3,533,Other
2453.0,1,71.89,3,1,2,132,New Customers
2527.0,1,508.84,3,2,5,235,Big Spenders
2553.0,1,66.33,3,2,2,232,Other
2455.0,1,421.67,3,1,5,135,New Customers
2566.0,1,1010.8,3,2,5,235,Big Spenders
2925.0,1,77.03,3,5,2,532,Other
2771.0,1,206.54,3,4,5,435,Big Spenders
2603.0,1,39.09,3,3,1,331,Low Value
2702.0,1,22.77,3,4,1,431,Low Value
2789.0,1,378.08,3,4,5,435,Big Spenders
0.0,1,156.33,3,1,4,134,New Customers
2589.0,1,53.62,3,2,1,231,Low Value
2621.0,1,145.4,3,3,4,334,Potential Loyalists
2839.0,1,105.28,3,5,3,533,Other
2698.0,1,21.08,3,4,1,431,Low Value
2751.0,1,287.0,3,4,5,435,Big Spenders
2631.0,1,63.53,3,3,2,332,Potential Loyalists
2720.0,1,102.23,3,4,3,433,Potential Loyalists
2699.0,1,122.8,3,4,3,433,Potential Loyalists
2742.0,1,55.98,3,4,2,432,Potential Loyalists
2660.0,1,27.08,3,3,1,331,Low Value
2636.0,1,106.37,3,3,3,333,Potential Loyalists
2503.0,1,55.34,3,1,2,132,New Customers
2581.0,1,461.99,3,2,5,235,Big Spenders
2598.0,1,828.08,3,3,5,335,Big Spenders
2895.0,1,71.05,3,5,2,532,Other
2953.0,1,343.59,3,5,5,535,Big Spenders
2447.0,1,81.74,3,1,2,132,New Customers
